13.436,247.00
13.636,418.00
13.837,93.00
14.037,215.00
14.238,343.00
14.439,-293.00
14.643,-1438.00
14.844,-1303.00
15.045,-1392.00
15.246,-1518.00
15.446,-1494.00
15.647,-1495.00
15.848,-1846.00
16.048,-1706.00
16.249,-707.00
16.45,-193.00
16.651,1208.00
16.851,-237.00
17.052,2290.00
17.253,8775.00
17.457,18411.00
17.658,31370.00
17.859,41381.00
18.059,45781.00
18.26,48440.00
18.461,46069.00
18.662,45957.00
18.862,47027.00
19.063,49614.00
19.264,44748.00
19.464,25549.00
19.669,22016.00
19.87,34099.00
20.07,18361.00
20.267,2608.00
20.472,1242.00
20.673,-752.00
20.873,-3962.00
21.074,-816.00
21.275,891.00
21.475,1097.00
21.676,694.00
21.877,296.00
22.077,138.00
22.278,630.00
22.479,1014.00
22.679,913.00
22.88,1088.00
23.081,1103.00
23.281,780.00
23.482,646.00
23.687,4458.00
23.888,14685.00
24.088,28584.00
24.289,49700.00
24.49,59907.00
24.691,56763.00
24.891,52884.00
25.092,56892.00
25.293,59873.00
25.497,51035.00
25.698,39808.00
25.899,16653.00
26.099,5616.00
26.296,108.00
26.501,2974.00
26.701,5555.00
26.902,7300.00
27.103,3693.00
27.304,4880.00
27.504,3156.00
27.705,1989.00
27.906,2068.00
28.106,3205.00
28.307,3525.00
28.508,3523.00
28.708,3782.00
28.909,4239.00
29.114,3508.00
29.315,2796.00
29.515,3393.00
29.716,3208.00
29.917,3343.00
30.117,4448.00
30.318,14320.00
30.519,35358.00
30.719,37683.00
30.92,36033.00
31.125,34968.00
31.326,36075.00
31.526,31994.00
31.727,34661.00
31.928,34642.00
32.128,31756.00
32.329,29225.00
32.53,28162.00
32.731,26180.00
32.931,27541.00
33.132,31438.00
33.333,46063.00
33.533,48634.00
33.734,37996.00
33.939,32436.00
34.139,29427.00
34.34,28120.00
34.541,28272.00
34.741,29389.00
34.942,29601.00
35.143,28117.00
35.343,24471.00
35.544,23204.00
35.745,22918.00
35.946,17210.00
36.146,5282.00
36.347,-313.00
36.548,-3685.00
36.753,-3902.00
36.953,-3594.00
37.154,-2639.00
37.355,-3111.00
37.555,-2534.00
37.756,-1883.00
37.957,-2864.00
38.157,-1576.00
38.358,1480.00
38.559,734.00
38.759,1986.00
38.96,5060.00
39.161,4315.00
39.362,2890.00
39.563,4316.00
39.763,3085.00
39.963,650.00
40.164,-16.00
40.369,1408.00
40.57,32717.00
40.77,54228.00
40.971,61535.00
41.172,57224.00
41.372,55566.00
41.573,51922.00
41.774,48803.00
41.975,42972.00
42.179,43226.00
42.38,42505.00
42.581,42924.00
42.781,38339.00
42.982,38196.00
43.183,36768.00
43.383,35592.00
43.584,33906.00
43.785,35862.00
43.985,35616.00
44.186,30638.00
44.387,29481.00
44.588,7494.00
44.788,859.00
44.993,-3512.00
45.194,-4131.00
45.394,-5716.00
45.595,-4896.00
45.796,-167.00
45.996,2226.00
46.197,5103.00
46.398,5411.00
46.599,4377.00
46.799,3876.00
47.0,4910.00
47.201,10742.00
47.401,8925.00
47.602,8439.00
47.803,8077.00
48.004,6175.00
48.204,7244.00
48.409,5891.00
48.61,5767.00
48.81,4174.00
49.011,4980.00
49.212,5169.00
49.413,6096.00
49.613,4641.00
49.814,5136.00
50.015,4117.00
50.215,4745.00
50.416,5602.00
50.616,4608.00
50.817,4633.00
51.018,4580.00
51.219,6339.00
51.419,5376.00
51.624,4528.00
51.825,5251.00
52.026,4863.00
52.23,3848.00
52.427,3898.00
52.628,3831.00
52.828,4261.00
53.029,3598.00
53.23,3511.00
53.43,3712.00
53.631,3865.00
53.832,2921.00
54.032,5089.00
54.233,4936.00
54.434,3566.00
54.635,3129.00
54.839,3842.00
55.04,3811.00
55.241,3612.00
55.441,4350.00
55.642,5130.00
55.843,6262.00
56.044,4902.00
56.244,5252.00
56.445,7377.00
56.646,6708.00
56.846,3407.00
57.047,4779.00
57.248,4637.00
57.448,4738.00
57.649,5361.00
57.854,5388.00
58.055,5852.00
58.255,4936.00
58.456,4361.00
58.657,4966.00
58.857,4981.00
59.058,5195.00
59.259,4996.00
59.459,4548.00
59.66,4383.00
59.861,4504.00
60.061,4784.00
60.262,4755.00
60.463,5472.00
60.664,5782.00
60.864,5996.00
61.069,5544.00
61.27,4884.00
61.47,4885.00
61.671,5265.00
61.872,5240.00
62.072,4855.00
62.273,5065.00
62.474,4888.00
62.675,5379.00
62.875,5120.00
63.076,4934.00
63.277,5050.00
63.477,4826.00
63.678,4485.00
63.879,4770.00
64.079,6596.00
64.284,8161.00
64.485,8248.00
64.686,8495.00
64.886,7972.00
65.087,8191.00
65.288,8201.00
65.488,5975.00
65.689,5866.00
65.89,5121.00
66.09,6108.00
66.291,6868.00
66.492,6822.00
66.692,8111.00
66.893,6278.00
67.094,6405.00
67.299,6851.00
67.499,7964.00
67.7,6262.00
67.901,7297.00
68.101,5494.00
68.302,4689.00
68.503,7818.00
68.704,10011.00
68.904,6986.00
69.105,8256.00
69.306,8174.00
69.506,8625.00
69.707,7995.00
69.908,7109.00
70.108,6880.00
70.309,9315.00
70.514,9517.00
70.715,6273.00
70.915,6019.00
71.116,5738.00
71.317,9469.00
71.517,9026.00
71.718,7632.00
71.919,6812.00
72.119,9718.00
72.32,7185.00
72.521,5710.00
72.721,6831.00
72.922,6464.00
73.123,6964.00
73.324,7888.00
73.524,6886.00
73.729,7291.00
73.93,7604.00
74.13,5204.00
74.331,4407.00
74.532,5915.00
74.732,7257.00
74.933,8665.00
75.134,9308.00
75.335,7260.00
75.535,7917.00
75.736,7627.00
75.936,9005.00
76.137,7568.00
76.338,7881.00
76.539,9250.00
76.743,8052.00
76.944,7184.00
77.145,6728.00
77.346,6764.00
77.546,7523.00
77.747,6802.00
77.948,6005.00
78.148,6365.00
78.349,6194.00
78.55,5733.00
78.75,7468.00
78.951,3551.00
79.152,3064.00
79.353,3399.00
79.553,2904.00
79.754,2695.00
79.959,3857.00
80.159,5373.00
80.36,4544.00
80.56,4233.00
80.761,4342.00
80.962,4059.00
81.163,3095.00
81.364,3631.00
81.564,3580.00
81.765,4292.00
81.965,4559.00
82.166,1458.00
82.367,3459.00
82.568,3780.00
82.768,4585.00
82.973,4701.00
83.174,4839.00
83.374,5394.00
83.575,3913.00
83.776,3481.00
83.976,2957.00
84.177,3755.00
84.378,3846.00
84.579,3889.00
84.779,4232.00
84.98,4417.00
85.181,4904.00
85.381,4961.00
85.582,4944.00
85.783,5965.00
85.984,4991.00
86.188,4100.00
86.389,3859.00
86.59,4064.00
86.79,5329.00
86.991,6403.00
87.192,5650.00
87.393,5599.00
87.593,5878.00
87.794,6673.00
87.994,5511.00
88.195,5680.00
88.396,4950.00
88.597,5781.00
88.797,4169.00
88.998,5448.00
