1.589	-107.00
1.611	-108.00
1.634	-108.00
1.658	-108.00
1.707	-100.00
1.728	-101.00
1.749	-103.00
1.772	-103.00
1.797	-104.00
1.822	-105.00
1.847	-106.00
1.869	-106.00
1.89	-107.00
1.912	-107.00
1.933	-107.00
1.955	-108.00
1.98	-108.00
2.002	-108.00
2.045	-100.00
2.066	-101.00
2.091	-103.00
2.112	-103.00
2.134	-104.00
2.155	-105.00
2.176	-106.00
2.201	-106.00
2.227	-107.00
2.247	-107.00
2.27	-107.00
2.293	-108.00
2.317	-108.00
2.338	-108.00
2.39	-21.00
2.412	-29.00
2.434	-36.00
2.455	-43.00
2.481	-49.00
2.503	-54.00
2.524	-59.00
2.59	-64.00
2.612	-68.00
2.697	-72.00
2.799	-75.00
2.897	-78.00
3.0	-81.00
3.098	-84.00
3.201	-86.00
3.299	-88.00
3.401	-90.00
3.5	-92.00
3.602	-93.00
3.7	-95.00
3.803	-96.00
3.901	-97.00
4.003	-99.00
4.106	-100.00
4.204	-101.00
4.307	-102.00
4.405	-103.00
4.507	-104.00
4.61	-105.00
4.708	-105.00
4.81	-106.00
4.908	-107.00
5.011	-107.00
5.109	-108.00
5.212	-108.00
5.31	-108.00
5.412	-109.00
5.511	-109.00
5.613	-109.00
5.716	-109.00
5.814	-109.00
5.916	-109.00
6.014	-109.00
6.117	-109.00
6.215	-110.00
6.318	-110.00
6.416	-110.00
6.518	-110.00
6.621	-110.00
6.719	-110.00
6.821	-110.00
6.92	-111.00
7.022	-111.00
7.121	-111.00
7.223	-111.00
7.321	-112.00
7.423	-112.00
7.522	-112.00
7.624	-112.00
7.727	-112.00
7.825	-113.00
7.927	-113.00
8.026	-113.00
8.128	-113.00
8.226	-113.00
8.329	-113.00
8.427	-113.00
8.529	-113.00
8.628	-113.00
8.73	-113.00
8.832	-113.00
8.931	-113.00
9.033	-112.00
9.131	-112.00
9.234	-112.00
9.332	-112.00
9.435	-112.00
9.533	-112.00
9.635	-112.00
9.738	-112.00
9.836	-112.00
9.938	-112.00
10.037	-112.00
10.139	-112.00
10.237	-113.00
10.34	-113.00
10.438	-113.00
10.54	-113.00
10.639	-113.00
10.741	-113.00
10.843	-113.00
10.942	-113.00
11.044	-113.00
11.143	-113.00
11.245	-113.00
11.343	-113.00
11.446	-113.00
11.544	-113.00
11.646	-113.00
11.745	-113.00
11.847	-113.00
11.949	-113.00
12.048	-113.00
12.15	-113.00
12.248	-113.00
12.351	-113.00
12.449	-113.00
12.551	-113.00
12.65	-113.00
12.752	-113.00
12.855	-113.00
12.953	-113.00
13.055	-113.00
13.154	-113.00
13.256	-113.00
13.354	-113.00
13.457	-113.00
13.555	-113.00
13.657	-113.00
